generation,train_best,train_median,train_worst,val_best,gen_time_s,total_time_s,dm_active
904,58332.82,58332.81,-85796.46,1655.15,8.79,8874.49,1
905,58332.82,58332.81,-89076.47,1655.15,8.81,8883.50,1
906,58332.82,58332.81,-84835.96,1655.15,8.82,8892.52,1
907,58332.82,58332.81,-82972.91,1655.15,8.78,8901.50,1
908,58332.82,58332.81,-88993.83,1469.41,8.77,8910.48,1
909,58332.82,58332.81,-86833.27,1469.41,8.76,8919.44,1
910,58332.82,58332.81,-88259.13,1469.41,8.84,8928.48,1
911,58332.82,58332.81,-86197.16,1469.41,8.79,8937.45,1
912,58332.82,58332.81,-85930.84,1492.27,8.73,8946.37,1
913,58332.82,58332.81,-88907.35,1469.41,8.76,8955.32,1
914,58332.82,58332.82,-85216.65,1492.27,8.74,8964.26,1
915,58332.82,58332.82,-86856.39,1469.41,8.97,8973.43,1
916,58332.82,58332.82,-87977.59,1484.93,8.73,8982.35,1
917,58332.82,58332.82,-85862.25,1655.16,8.73,8991.25,1
918,58332.82,58332.82,-86103.66,1487.48,8.77,9000.22,1
919,58332.82,58332.82,-87141.60,1655.16,8.75,9009.17,1
920,58332.82,58332.82,-88411.16,1655.16,8.77,9018.14,1
921,58332.82,58332.82,-87259.55,1469.41,8.79,9027.12,1
922,58332.82,58332.82,-86620.75,1655.16,9.01,9036.32,1
923,58332.82,58332.82,-86902.27,1655.16,8.94,9045.47,1
924,58332.82,58332.82,-85197.28,1655.16,8.85,9054.51,1
925,58332.82,58332.82,-86904.43,1474.45,8.86,9063.57,1
926,58332.82,58332.82,-86216.16,1469.41,8.87,9072.64,1
927,58332.82,58332.82,-88236.25,1469.41,8.86,9081.70,1
928,58332.82,58332.82,-87320.95,1655.16,8.87,9090.78,1
929,58332.82,58332.82,-88740.14,1655.16,8.89,9099.88,1
930,58332.82,58332.82,-88850.84,1469.41,8.91,9108.99,1
931,58332.82,58332.82,-86743.24,1655.16,8.91,9118.09,1
932,58332.82,58332.82,-84942.00,1655.16,8.91,9127.20,1
933,58332.82,58332.82,-86468.47,1655.16,9.02,9136.42,1
934,58332.82,58332.82,-87141.10,1655.16,9.04,9145.66,1
935,58332.82,58332.82,-87420.87,1655.16,8.99,9154.86,1
936,58332.82,58332.82,-89212.79,1492.43,8.85,9163.89,1
937,58332.82,58332.82,-88168.44,1655.16,8.88,9172.98,1
938,58332.82,58332.82,-88384.80,1492.27,8.85,9182.03,1
939,58332.82,58332.82,-88718.48,1655.16,8.87,9191.09,1
940,58332.82,58332.82,-87561.16,1655.16,8.87,9200.16,1
941,58332.82,58332.82,-87983.76,1655.16,8.83,9209.20,1
942,58332.82,58332.82,-86840.76,1655.16,8.83,9218.23,1
943,58332.82,58332.82,-88025.66,1655.16,8.84,9227.27,1
944,58332.82,58332.82,-88081.18,1655.16,8.85,9236.32,1
945,58332.82,58332.82,-87229.23,1655.16,8.82,9245.33,1
946,58332.82,58332.82,-88534.99,1655.16,8.85,9254.39,1
947,58332.82,58332.82,-87068.94,1655.16,8.81,9263.40,1
948,58332.82,58332.82,-87936.60,1655.16,8.84,9272.44,1
949,58332.82,58332.82,-87066.13,1655.16,8.81,9281.44,1
950,58332.82,58332.82,-88146.56,1655.16,8.80,9290.43,1
951,58332.82,58332.82,-87683.21,1655.16,8.81,9299.44,1
952,58332.82,58332.82,-87682.88,1655.16,8.79,9308.43,1
953,58332.82,58332.82,-85271.97,1655.16,8.89,9317.53,1
954,58332.82,58332.82,-88195.98,1655.16,8.78,9326.50,1
955,58332.82,58332.82,-87640.13,1469.41,8.78,9335.48,1
956,58332.82,58332.82,-86510.23,1655.16,8.79,9344.47,1
957,58332.82,58332.82,-87440.22,1655.16,8.80,9353.47,1
958,58332.82,58332.82,-88509.91,1655.16,8.83,9362.50,1
959,58332.82,58332.82,-86083.57,1655.16,8.85,9371.56,1
960,58332.82,58332.82,-87393.17,1655.16,8.87,9380.62,1
961,58332.82,58332.82,-86433.87,1655.16,8.87,9389.70,1
962,58332.82,58332.82,-86946.70,1655.16,8.88,9398.78,1
963,58332.82,58332.82,-89060.20,1655.16,8.91,9407.89,1
964,58332.82,58332.82,-85544.34,1655.16,8.91,9417.01,1
965,58332.82,58332.82,-88138.40,1655.16,8.89,9426.10,1
966,58332.82,58332.82,-84788.73,1655.16,8.95,9435.25,1
967,58332.82,58332.82,-85749.71,1655.16,9.78,9445.25,1
968,58332.82,58332.82,-86969.33,1655.16,9.05,9454.49,1
969,58332.82,58332.82,-86674.20,1482.47,8.86,9463.55,1
970,58332.82,58332.82,-85520.77,1655.16,8.90,9472.65,1
971,58332.82,58332.82,-89666.55,1655.16,8.85,9481.70,1
972,58332.82,58332.82,-86764.76,1655.16,8.87,9490.77,1
973,58332.82,58332.82,-87549.12,1655.16,8.88,9499.85,1
974,58332.82,58332.82,-84598.92,1655.16,8.90,9508.95,1
975,58332.82,58332.82,-89364.67,1655.16,8.83,9517.96,1
976,58332.82,58332.82,-88157.91,1655.16,8.82,9526.98,1
977,58332.82,58332.82,-87230.09,1655.16,8.82,9536.00,1
978,58332.84,58332.82,-86165.82,1655.16,8.93,9545.14,1
979,58332.84,58332.82,-87796.81,1655.16,8.83,9554.15,1
980,58332.84,58332.82,-85977.00,1655.16,8.77,9563.10,1
981,58332.84,58332.82,-85991.11,1655.16,8.81,9572.11,1
982,58332.84,58332.82,-87282.62,1655.16,8.86,9581.17,1
983,58332.84,58332.82,-87834.27,1655.16,8.77,9590.12,1
984,58332.84,58332.82,-85982.41,1655.16,8.78,9599.10,1
985,58332.84,58332.82,-87550.20,1476.40,8.77,9608.07,1
986,58332.84,58332.82,-87759.81,1487.91,8.79,9617.06,1
987,58332.84,58332.82,-88704.30,1655.16,8.86,9626.12,1
988,58332.84,58332.82,-87845.20,1655.16,8.76,9635.08,1
989,58332.84,58332.84,-87198.34,1469.41,8.74,9644.02,1
990,58332.84,58332.84,-87660.01,1655.16,8.79,9653.00,1
991,58332.84,58332.84,-88746.66,1482.47,8.75,9661.94,1
992,58332.84,58332.84,-87079.47,1469.41,8.81,9670.95,1
993,58332.84,58332.84,-86964.95,1655.16,8.83,9679.98,1
994,58332.84,58332.84,-88681.70,1655.16,8.81,9688.98,1
995,58332.84,58332.84,-85946.84,1655.16,8.81,9697.98,1
996,58332.84,58332.84,-87274.28,1655.16,8.83,9707.01,1
997,58332.84,58332.84,-87310.84,1495.35,8.82,9716.03,1
998,58333.36,58332.84,-85930.29,1655.16,8.84,9725.07,1
999,58333.36,58332.84,-88742.66,1655.16,8.85,9734.12,1
